Image,Total_Detections,D00_Longitudinal,D10_Transverse,D20_Alligator,D40_Pothole,Avg_Confidence
China_Drone_000475.jpg,2,0,0,0,2,0.5557
China_Drone_000479.jpg,1,0,1,0,0,0.821
China_Drone_000480.jpg,0,0,0,0,0,0.0
China_Drone_000487.jpg,2,0,0,2,0,0.4499
China_Drone_000491.jpg,3,0,0,0,3,0.7023
China_Drone_000499.jpg,3,0,0,2,1,0.5807
China_Drone_000505.jpg,1,0,0,1,0,0.5887
China_Drone_000509.jpg,1,1,0,0,0,0.385
China_Drone_000513.jpg,2,0,1,1,0,0.5377
China_Drone_000516.jpg,2,2,0,0,0,0.4413
China_Drone_000517.jpg,1,1,0,0,0,0.4384
China_Drone_000538.jpg,0,0,0,0,0,0.0
China_Drone_000549.jpg,0,0,0,0,0,0.0
China_Drone_000550.jpg,2,0,0,0,2,0.34
China_Drone_000566.jpg,0,0,0,0,0,0.0
China_Drone_000572.jpg,2,0,1,1,0,0.8026
China_Drone_000593.jpg,4,1,0,0,3,0.3321
China_Drone_000596.jpg,4,0,0,0,4,0.6927
China_Drone_000607.jpg,0,0,0,0,0,0.0
China_Drone_000608.jpg,2,0,1,0,1,0.6729
China_Drone_000609.jpg,1,0,0,0,1,0.804
China_Drone_000616.jpg,4,0,0,3,1,0.8022
China_Drone_000621.jpg,0,0,0,0,0,0.0
China_Drone_000622.jpg,0,0,0,0,0,0.0
China_Drone_000623.jpg,0,0,0,0,0,0.0
China_Drone_000625.jpg,0,0,0,0,0,0.0
China_Drone_000626.jpg,0,0,0,0,0,0.0
China_Drone_000628.jpg,1,0,0,1,0,0.3667
China_Drone_000629.jpg,4,4,0,0,0,0.3833
China_Drone_000631.jpg,1,0,0,1,0,0.5561
China_Drone_000640.jpg,2,0,0,2,0,0.6642
China_Drone_000644.jpg,0,0,0,0,0,0.0
China_Drone_000647.jpg,1,0,0,0,1,0.4179
China_Drone_000651.jpg,5,0,0,0,5,0.7021
China_Drone_000655.jpg,0,0,0,0,0,0.0
China_Drone_000673.jpg,0,0,0,0,0,0.0
China_Drone_000677.jpg,0,0,0,0,0,0.0
China_Drone_000681.jpg,5,2,1,2,0,0.5899
China_Drone_000682.jpg,0,0,0,0,0,0.0
China_Drone_000685.jpg,2,0,0,2,0,0.2921
China_Drone_000686.jpg,0,0,0,0,0,0.0
China_Drone_000705.jpg,0,0,0,0,0,0.0
China_Drone_000715.jpg,0,0,0,0,0,0.0
China_Drone_000718.jpg,0,0,0,0,0,0.0
China_Drone_000736.jpg,0,0,0,0,0,0.0
China_Drone_000738.jpg,1,0,0,1,0,0.5541
China_Drone_000742.jpg,0,0,0,0,0,0.0
China_Drone_000747.jpg,0,0,0,0,0,0.0
China_Drone_000756.jpg,2,2,0,0,0,0.3672
China_Drone_000758.jpg,0,0,0,0,0,0.0
China_Drone_000772.jpg,3,0,0,3,0,0.5529
China_Drone_000776.jpg,0,0,0,0,0,0.0
China_Drone_000791.jpg,0,0,0,0,0,0.0
China_Drone_000795.jpg,1,0,0,0,1,0.7024
China_Drone_000810.jpg,0,0,0,0,0,0.0
China_Drone_000811.jpg,1,0,0,0,1,0.6504
China_Drone_000816.jpg,0,0,0,0,0,0.0
China_Drone_000827.jpg,0,0,0,0,0,0.0
China_Drone_000833.jpg,0,0,0,0,0,0.0
China_Drone_000843.jpg,0,0,0,0,0,0.0
China_Drone_000850.jpg,0,0,0,0,0,0.0
China_Drone_000852.jpg,3,0,2,0,1,0.4691
China_Drone_000853.jpg,1,0,0,1,0,0.4286
China_Drone_000878.jpg,0,0,0,0,0,0.0
China_Drone_000879.jpg,0,0,0,0,0,0.0
China_Drone_000892.jpg,0,0,0,0,0,0.0
China_Drone_000896.jpg,1,0,0,0,1,0.7113
China_Drone_000900.jpg,1,0,1,0,0,0.5052
China_Drone_000902.jpg,0,0,0,0,0,0.0
China_Drone_000904.jpg,6,0,0,0,6,0.795
China_Drone_000911.jpg,2,0,0,0,2,0.7902
China_Drone_000913.jpg,0,0,0,0,0,0.0
China_Drone_000918.jpg,1,0,0,0,1,0.2902
China_Drone_000926.jpg,0,0,0,0,0,0.0
China_Drone_000927.jpg,0,0,0,0,0,0.0
China_Drone_000928.jpg,0,0,0,0,0,0.0
China_Drone_000936.jpg,2,0,1,0,1,0.6473
China_Drone_000952.jpg,0,0,0,0,0,0.0
China_Drone_000963.jpg,3,3,0,0,0,0.3234
China_Drone_000967.jpg,2,0,1,0,1,0.5498
China_Drone_000971.jpg,0,0,0,0,0,0.0
China_Drone_000979.jpg,5,0,0,0,5,0.5784
China_Drone_000980.jpg,0,0,0,0,0,0.0
China_Drone_000985.jpg,0,0,0,0,0,0.0
China_Drone_000993.jpg,0,0,0,0,0,0.0
China_Drone_001003.jpg,1,1,0,0,0,0.4283
China_Drone_001008.jpg,3,1,0,0,2,0.368
China_Drone_001009.jpg,0,0,0,0,0,0.0
China_Drone_001029.jpg,1,1,0,0,0,0.3572
China_Drone_001033.jpg,1,0,0,0,1,0.3947
China_Drone_001034.jpg,2,1,0,1,0,0.4642
China_Drone_001039.jpg,0,0,0,0,0,0.0
China_Drone_001056.jpg,1,0,1,0,0,0.3955
China_Drone_001078.jpg,2,0,0,0,2,0.4598
China_Drone_001090.jpg,0,0,0,0,0,0.0
China_Drone_001092.jpg,0,0,0,0,0,0.0
China_Drone_001108.jpg,0,0,0,0,0,0.0
China_Drone_001117.jpg,1,0,0,0,1,0.2638
China_Drone_001118.jpg,1,0,0,0,1,0.2696
China_Drone_001121.jpg,3,1,0,2,0,0.4755
China_Drone_001123.jpg,6,0,2,4,0,0.6046
China_Drone_001133.jpg,1,0,0,1,0,0.3792
China_Drone_001138.jpg,1,0,0,0,1,0.3471
China_Drone_001143.jpg,0,0,0,0,0,0.0
China_Drone_001148.jpg,4,0,0,0,4,0.664
China_Drone_001149.jpg,0,0,0,0,0,0.0
China_Drone_001163.jpg,4,0,0,1,3,0.5885
China_Drone_001174.jpg,0,0,0,0,0,0.0
China_Drone_001179.jpg,1,0,0,0,1,0.2914
China_Drone_001183.jpg,0,0,0,0,0,0.0
China_Drone_001188.jpg,0,0,0,0,0,0.0
China_Drone_001190.jpg,5,0,0,0,5,0.4683
China_Drone_001215.jpg,0,0,0,0,0,0.0
China_Drone_001219.jpg,0,0,0,0,0,0.0
China_Drone_001229.jpg,2,0,0,2,0,0.3325
China_Drone_001231.jpg,5,0,0,5,0,0.4748
China_Drone_001232.jpg,0,0,0,0,0,0.0
China_Drone_001246.jpg,1,0,0,1,0,0.7604
China_Drone_001247.jpg,7,1,0,6,0,0.5183
China_Drone_001253.jpg,0,0,0,0,0,0.0
China_Drone_001270.jpg,1,0,0,0,1,0.4407
China_Drone_001271.jpg,2,1,0,0,1,0.5973
China_Drone_001275.jpg,0,0,0,0,0,0.0
China_Drone_001278.jpg,2,0,0,1,1,0.7531
China_Drone_001282.jpg,5,0,0,1,4,0.5049
China_Drone_001291.jpg,1,0,0,1,0,0.5581
China_Drone_001296.jpg,3,0,0,3,0,0.4021
China_Drone_001298.jpg,1,1,0,0,0,0.4061
China_Drone_001302.jpg,0,0,0,0,0,0.0
China_Drone_001303.jpg,0,0,0,0,0,0.0
China_Drone_001318.jpg,5,0,0,1,4,0.6654
China_Drone_001319.jpg,4,0,0,1,3,0.8112
China_Drone_001321.jpg,0,0,0,0,0,0.0
China_Drone_001323.jpg,3,1,0,0,2,0.4729
China_Drone_001330.jpg,1,0,0,1,0,0.5103
China_Drone_001332.jpg,1,0,0,0,1,0.3989
China_Drone_001338.jpg,0,0,0,0,0,0.0
China_Drone_001339.jpg,1,0,0,1,0,0.2757
China_Drone_001347.jpg,2,0,1,1,0,0.4454
China_Drone_001348.jpg,0,0,0,0,0,0.0
China_Drone_001356.jpg,0,0,0,0,0,0.0
China_Drone_001366.jpg,1,0,0,0,1,0.3818
China_Drone_001370.jpg,4,0,1,0,3,0.3711
China_Drone_001377.jpg,6,4,0,2,0,0.3308
China_Drone_001385.jpg,0,0,0,0,0,0.0
China_Drone_001398.jpg,0,0,0,0,0,0.0
China_Drone_001399.jpg,0,0,0,0,0,0.0
China_Drone_001402.jpg,4,1,0,0,3,0.3394
China_Drone_001406.jpg,2,0,0,0,2,0.7156
China_Drone_001412.jpg,0,0,0,0,0,0.0
China_Drone_001416.jpg,2,0,0,1,1,0.5124
China_Drone_001418.jpg,0,0,0,0,0,0.0
China_Drone_001423.jpg,0,0,0,0,0,0.0
China_Drone_001426.jpg,5,3,0,0,2,0.3756
China_Drone_001427.jpg,0,0,0,0,0,0.0
China_Drone_001434.jpg,0,0,0,0,0,0.0
China_Drone_001441.jpg,3,0,1,1,1,0.506
China_Drone_001448.jpg,1,0,0,0,1,0.7212
China_Drone_001450.jpg,1,0,0,1,0,0.7789
China_Drone_001453.jpg,5,0,0,0,5,0.5147
China_Drone_001455.jpg,4,0,0,4,0,0.5344
China_Drone_001456.jpg,0,0,0,0,0,0.0
China_Drone_001457.jpg,0,0,0,0,0,0.0
China_Drone_001458.jpg,2,0,0,1,1,0.8394
China_Drone_001483.jpg,3,0,0,2,1,0.6487
China_Drone_001487.jpg,5,3,0,1,1,0.5555
China_Drone_001491.jpg,2,0,0,0,2,0.8155
China_Drone_001496.jpg,0,0,0,0,0,0.0
China_Drone_001510.jpg,3,0,2,0,1,0.5788
China_Drone_001512.jpg,2,1,0,0,1,0.3811
China_Drone_001516.jpg,1,0,0,0,1,0.4013
China_Drone_001520.jpg,2,0,2,0,0,0.6532
China_Drone_001530.jpg,0,0,0,0,0,0.0
China_Drone_001534.jpg,2,0,0,2,0,0.6139
China_Drone_001555.jpg,0,0,0,0,0,0.0
China_Drone_001557.jpg,0,0,0,0,0,0.0
China_Drone_001568.jpg,1,0,0,1,0,0.3063
China_Drone_001569.jpg,1,0,0,1,0,0.4715
China_Drone_001588.jpg,2,0,0,0,2,0.589
China_Drone_001590.jpg,0,0,0,0,0,0.0
China_Drone_001598.jpg,0,0,0,0,0,0.0
China_Drone_001599.jpg,0,0,0,0,0,0.0
China_Drone_001603.jpg,8,0,0,0,8,0.647
China_Drone_001616.jpg,4,0,1,2,1,0.7469
China_Drone_001625.jpg,2,0,0,0,2,0.7585
China_Drone_001631.jpg,0,0,0,0,0,0.0
China_Drone_001635.jpg,3,2,0,0,1,0.3217
China_Drone_001640.jpg,0,0,0,0,0,0.0
China_Drone_001647.jpg,1,0,0,1,0,0.5642
China_Drone_001655.jpg,0,0,0,0,0,0.0
China_Drone_001661.jpg,1,1,0,0,0,0.7544
China_Drone_001662.jpg,1,0,0,0,1,0.3223
China_Drone_001668.jpg,0,0,0,0,0,0.0
China_Drone_001680.jpg,1,1,0,0,0,0.3732
China_Drone_001681.jpg,1,0,0,0,1,0.2609
China_Drone_001682.jpg,0,0,0,0,0,0.0
China_Drone_001684.jpg,0,0,0,0,0,0.0
China_Drone_001687.jpg,1,1,0,0,0,0.3011
China_Drone_001690.jpg,0,0,0,0,0,0.0
China_Drone_001697.jpg,2,1,1,0,0,0.4916
China_Drone_001698.jpg,2,0,0,0,2,0.4548
China_Drone_001712.jpg,4,1,0,2,1,0.5219
China_Drone_001715.jpg,0,0,0,0,0,0.0
China_Drone_001717.jpg,4,1,0,1,2,0.5391
China_Drone_001719.jpg,1,0,0,1,0,0.7149
China_Drone_001723.jpg,0,0,0,0,0,0.0
China_Drone_001731.jpg,3,0,0,2,1,0.6252
China_Drone_001758.jpg,8,5,2,1,0,0.6413
China_Drone_001761.jpg,1,0,0,0,1,0.5719
China_Drone_001788.jpg,3,0,0,0,3,0.5212
China_Drone_001796.jpg,4,0,2,2,0,0.5863
China_Drone_001801.jpg,0,0,0,0,0,0.0
China_Drone_001815.jpg,0,0,0,0,0,0.0
China_Drone_001817.jpg,2,0,0,0,2,0.8321
China_Drone_001818.jpg,0,0,0,0,0,0.0
China_Drone_001819.jpg,0,0,0,0,0,0.0
China_Drone_001829.jpg,4,0,0,0,4,0.5836
China_Drone_001837.jpg,2,0,0,0,2,0.6402
China_Drone_001838.jpg,1,1,0,0,0,0.27
China_Drone_001846.jpg,6,6,0,0,0,0.4208
China_Drone_001856.jpg,2,2,0,0,0,0.4016
China_Drone_001859.jpg,0,0,0,0,0,0.0
China_Drone_001863.jpg,0,0,0,0,0,0.0
China_Drone_001864.jpg,0,0,0,0,0,0.0
China_Drone_001866.jpg,0,0,0,0,0,0.0
China_Drone_001871.jpg,0,0,0,0,0,0.0
China_Drone_001874.jpg,0,0,0,0,0,0.0
China_Drone_001884.jpg,0,0,0,0,0,0.0
China_Drone_001888.jpg,5,4,0,1,0,0.5062
China_Drone_001889.jpg,0,0,0,0,0,0.0
China_Drone_001895.jpg,2,0,0,2,0,0.5659
China_Drone_001901.jpg,1,0,0,0,1,0.3876
China_Drone_001904.jpg,0,0,0,0,0,0.0
China_Drone_001912.jpg,0,0,0,0,0,0.0
China_Drone_001918.jpg,2,1,0,1,0,0.456
China_Drone_001921.jpg,0,0,0,0,0,0.0
China_Drone_001923.jpg,0,0,0,0,0,0.0
China_Drone_001930.jpg,2,0,0,1,1,0.6878
China_Drone_001931.jpg,8,0,0,2,6,0.409
China_Drone_001937.jpg,0,0,0,0,0,0.0
China_Drone_001956.jpg,0,0,0,0,0,0.0
China_Drone_001966.jpg,1,0,0,1,0,0.3336
China_Drone_001968.jpg,0,0,0,0,0,0.0
China_Drone_001972.jpg,1,0,0,0,1,0.8212
China_Drone_001981.jpg,0,0,0,0,0,0.0
China_Drone_001991.jpg,5,0,0,5,0,0.6557
China_Drone_001993.jpg,0,0,0,0,0,0.0
China_Drone_001994.jpg,2,0,0,0,2,0.6735
China_Drone_002004.jpg,0,0,0,0,0,0.0
China_Drone_002006.jpg,0,0,0,0,0,0.0
China_Drone_002008.jpg,1,1,0,0,0,0.5976
China_Drone_002009.jpg,0,0,0,0,0,0.0
China_Drone_002034.jpg,5,0,0,2,3,0.3897
China_Drone_002041.jpg,2,1,0,1,0,0.5223
China_Drone_002043.jpg,1,0,0,0,1,0.3861
China_Drone_002052.jpg,1,0,0,1,0,0.7431
China_Drone_002061.jpg,0,0,0,0,0,0.0
China_Drone_002071.jpg,0,0,0,0,0,0.0
China_Drone_002084.jpg,0,0,0,0,0,0.0
China_Drone_002087.jpg,0,0,0,0,0,0.0
China_Drone_002095.jpg,1,0,0,0,1,0.4796
China_Drone_002097.jpg,2,1,0,0,1,0.6551
China_Drone_002109.jpg,5,4,0,0,1,0.4558
China_Drone_002115.jpg,0,0,0,0,0,0.0
China_Drone_002116.jpg,0,0,0,0,0,0.0
China_Drone_002117.jpg,3,0,0,1,2,0.5945
China_Drone_002127.jpg,1,0,1,0,0,0.5661
China_Drone_002129.jpg,1,0,0,0,1,0.8061
China_Drone_002133.jpg,0,0,0,0,0,0.0
China_Drone_002135.jpg,2,0,0,2,0,0.7363
China_Drone_002136.jpg,0,0,0,0,0,0.0
China_Drone_002140.jpg,0,0,0,0,0,0.0
China_Drone_002153.jpg,0,0,0,0,0,0.0
China_Drone_002165.jpg,1,0,0,1,0,0.6186
China_Drone_002174.jpg,0,0,0,0,0,0.0
China_Drone_002182.jpg,6,0,0,0,6,0.6676
China_Drone_002185.jpg,0,0,0,0,0,0.0
China_Drone_002189.jpg,0,0,0,0,0,0.0
China_Drone_002195.jpg,1,0,0,0,1,0.4732
China_Drone_002213.jpg,1,0,0,1,0,0.3525
China_Drone_002214.jpg,1,0,0,0,1,0.4275
China_Drone_002222.jpg,0,0,0,0,0,0.0
China_Drone_002229.jpg,5,3,0,1,1,0.4288
China_Drone_002236.jpg,0,0,0,0,0,0.0
China_Drone_002237.jpg,1,0,0,0,1,0.4643
China_Drone_002247.jpg,0,0,0,0,0,0.0
China_Drone_002265.jpg,3,0,0,3,0,0.7889
China_Drone_002269.jpg,1,0,0,1,0,0.4726
China_Drone_002273.jpg,0,0,0,0,0,0.0
China_Drone_002276.jpg,0,0,0,0,0,0.0
China_Drone_002286.jpg,0,0,0,0,0,0.0
China_Drone_002290.jpg,1,0,0,0,1,0.5868
China_Drone_002304.jpg,4,1,0,3,0,0.5649
China_Drone_002306.jpg,1,0,0,1,0,0.2887
China_Drone_002310.jpg,0,0,0,0,0,0.0
China_Drone_002312.jpg,0,0,0,0,0,0.0
China_Drone_002320.jpg,2,1,0,1,0,0.6274
China_Drone_002325.jpg,0,0,0,0,0,0.0
China_Drone_002342.jpg,1,0,0,1,0,0.4435
China_Drone_002346.jpg,3,1,0,0,2,0.4699
China_Drone_002372.jpg,2,0,0,2,0,0.2526
China_Drone_002375.jpg,1,0,0,1,0,0.9133
China_Drone_002385.jpg,0,0,0,0,0,0.0
China_Drone_002388.jpg,0,0,0,0,0,0.0
China_Drone_002390.jpg,0,0,0,0,0,0.0
China_Drone_002393.jpg,4,4,0,0,0,0.3626
China_Drone_002398.jpg,2,0,1,1,0,0.5357
China_MotorBike_000003.jpg,0,0,0,0,0,0.0
China_MotorBike_000010.jpg,2,0,0,2,0,0.4686
China_MotorBike_000024.jpg,0,0,0,0,0,0.0
China_MotorBike_000034.jpg,0,0,0,0,0,0.0
China_MotorBike_000036.jpg,4,0,0,4,0,0.4669
China_MotorBike_000040.jpg,0,0,0,0,0,0.0
China_MotorBike_000048.jpg,1,0,0,1,0,0.8137
China_MotorBike_000056.jpg,1,0,0,1,0,0.5262
China_MotorBike_000075.jpg,0,0,0,0,0,0.0
China_MotorBike_000088.jpg,0,0,0,0,0,0.0
China_MotorBike_000092.jpg,2,0,0,2,0,0.334
China_MotorBike_000093.jpg,0,0,0,0,0,0.0
China_MotorBike_000096.jpg,0,0,0,0,0,0.0
China_MotorBike_000098.jpg,4,0,0,4,0,0.584
China_MotorBike_000104.jpg,0,0,0,0,0,0.0
China_MotorBike_000106.jpg,1,0,0,1,0,0.3337
China_MotorBike_000139.jpg,0,0,0,0,0,0.0
China_MotorBike_000146.jpg,0,0,0,0,0,0.0
China_MotorBike_000160.jpg,1,0,0,1,0,0.2691
China_MotorBike_000177.jpg,0,0,0,0,0,0.0
China_MotorBike_000184.jpg,1,0,0,1,0,0.7616
China_MotorBike_000191.jpg,1,0,0,1,0,0.8224
China_MotorBike_000200.jpg,0,0,0,0,0,0.0
China_MotorBike_000201.jpg,2,0,0,2,0,0.4084
China_MotorBike_000207.jpg,1,0,0,1,0,0.3798
China_MotorBike_000215.jpg,0,0,0,0,0,0.0
China_MotorBike_000216.jpg,0,0,0,0,0,0.0
China_MotorBike_000218.jpg,0,0,0,0,0,0.0
China_MotorBike_000221.jpg,0,0,0,0,0,0.0
China_MotorBike_000223.jpg,1,0,0,1,0,0.7372
China_MotorBike_000225.jpg,0,0,0,0,0,0.0
China_MotorBike_000232.jpg,0,0,0,0,0,0.0
China_MotorBike_000234.jpg,1,0,0,1,0,0.3158
China_MotorBike_000240.jpg,0,0,0,0,0,0.0
China_MotorBike_000244.jpg,0,0,0,0,0,0.0
China_MotorBike_000248.jpg,0,0,0,0,0,0.0
China_MotorBike_000275.jpg,1,0,0,1,0,0.584
China_MotorBike_000282.jpg,0,0,0,0,0,0.0
China_MotorBike_000291.jpg,1,0,0,1,0,0.299
China_MotorBike_000296.jpg,4,0,0,4,0,0.4679
China_MotorBike_000309.jpg,0,0,0,0,0,0.0
China_MotorBike_000317.jpg,0,0,0,0,0,0.0
China_MotorBike_000323.jpg,1,0,0,0,1,0.7126
China_MotorBike_000324.jpg,0,0,0,0,0,0.0
China_MotorBike_000325.jpg,0,0,0,0,0,0.0
China_MotorBike_000332.jpg,2,0,0,2,0,0.7116
China_MotorBike_000342.jpg,0,0,0,0,0,0.0
China_MotorBike_000345.jpg,0,0,0,0,0,0.0
China_MotorBike_000356.jpg,0,0,0,0,0,0.0
China_MotorBike_000363.jpg,0,0,0,0,0,0.0
China_MotorBike_000371.jpg,0,0,0,0,0,0.0
China_MotorBike_000388.jpg,2,0,0,2,0,0.4091
China_MotorBike_000390.jpg,0,0,0,0,0,0.0
China_MotorBike_000397.jpg,0,0,0,0,0,0.0
China_MotorBike_000398.jpg,0,0,0,0,0,0.0
China_MotorBike_000404.jpg,0,0,0,0,0,0.0
China_MotorBike_000427.jpg,0,0,0,0,0,0.0
China_MotorBike_000429.jpg,0,0,0,0,0,0.0
China_MotorBike_000433.jpg,1,0,0,1,0,0.4293
China_MotorBike_000450.jpg,0,0,0,0,0,0.0
China_MotorBike_000454.jpg,0,0,0,0,0,0.0
China_MotorBike_000457.jpg,0,0,0,0,0,0.0
China_MotorBike_000462.jpg,0,0,0,0,0,0.0
China_MotorBike_000464.jpg,0,0,0,0,0,0.0
China_MotorBike_000466.jpg,0,0,0,0,0,0.0
China_MotorBike_000472.jpg,0,0,0,0,0,0.0
China_MotorBike_000477.jpg,0,0,0,0,0,0.0
China_MotorBike_000478.jpg,0,0,0,0,0,0.0
China_MotorBike_000484.jpg,0,0,0,0,0,0.0
China_MotorBike_000502.jpg,2,0,0,2,0,0.5203
China_MotorBike_000503.jpg,0,0,0,0,0,0.0
China_MotorBike_000506.jpg,1,0,0,1,0,0.5695
China_MotorBike_000516.jpg,0,0,0,0,0,0.0
China_MotorBike_000517.jpg,0,0,0,0,0,0.0
China_MotorBike_000523.jpg,1,0,0,1,0,0.742
China_MotorBike_000528.jpg,3,0,0,3,0,0.4785
China_MotorBike_000530.jpg,0,0,0,0,0,0.0
China_MotorBike_000541.jpg,0,0,0,0,0,0.0
China_MotorBike_000546.jpg,6,0,1,5,0,0.5413
China_MotorBike_000548.jpg,2,0,0,2,0,0.4182
China_MotorBike_000551.jpg,1,0,0,1,0,0.5717
China_MotorBike_000553.jpg,1,0,0,1,0,0.3056
China_MotorBike_000558.jpg,2,1,0,1,0,0.4553
China_MotorBike_000559.jpg,3,0,0,3,0,0.5067
China_MotorBike_000573.jpg,0,0,0,0,0,0.0
China_MotorBike_000574.jpg,0,0,0,0,0,0.0
China_MotorBike_000601.jpg,0,0,0,0,0,0.0
China_MotorBike_000612.jpg,0,0,0,0,0,0.0
China_MotorBike_000617.jpg,1,0,0,1,0,0.4832
China_MotorBike_000622.jpg,4,0,0,4,0,0.4972
China_MotorBike_000624.jpg,1,0,0,1,0,0.403
China_MotorBike_000627.jpg,2,0,0,2,0,0.4933
China_MotorBike_000630.jpg,0,0,0,0,0,0.0
China_MotorBike_000634.jpg,0,0,0,0,0,0.0
China_MotorBike_000635.jpg,1,0,0,1,0,0.6227
China_MotorBike_000637.jpg,0,0,0,0,0,0.0
China_MotorBike_000646.jpg,0,0,0,0,0,0.0
China_MotorBike_000648.jpg,0,0,0,0,0,0.0
China_MotorBike_000649.jpg,3,0,0,3,0,0.4291
China_MotorBike_000655.jpg,0,0,0,0,0,0.0
China_MotorBike_000662.jpg,0,0,0,0,0,0.0
China_MotorBike_000666.jpg,2,0,0,2,0,0.4183
China_MotorBike_000667.jpg,0,0,0,0,0,0.0
China_MotorBike_000668.jpg,0,0,0,0,0,0.0
China_MotorBike_000673.jpg,0,0,0,0,0,0.0
China_MotorBike_000676.jpg,0,0,0,0,0,0.0
China_MotorBike_000699.jpg,2,0,0,2,0,0.5834
China_MotorBike_000702.jpg,0,0,0,0,0,0.0
China_MotorBike_000703.jpg,0,0,0,0,0,0.0
China_MotorBike_000707.jpg,0,0,0,0,0,0.0
China_MotorBike_000719.jpg,0,0,0,0,0,0.0
China_MotorBike_000721.jpg,0,0,0,0,0,0.0
China_MotorBike_000725.jpg,0,0,0,0,0,0.0
China_MotorBike_000749.jpg,0,0,0,0,0,0.0
China_MotorBike_000754.jpg,0,0,0,0,0,0.0
China_MotorBike_000759.jpg,0,0,0,0,0,0.0
China_MotorBike_000764.jpg,1,0,0,1,0,0.8244
China_MotorBike_000775.jpg,1,0,0,1,0,0.7397
China_MotorBike_000778.jpg,0,0,0,0,0,0.0
China_MotorBike_000786.jpg,1,0,0,1,0,0.2582
